,Model,Fold,label,balanced,metric,on,value
190,NaiveMean,2,Group Size Disparity,False,MAPE,high,1.01692106606434
191,NaiveMean,2,Group Size Disparity,False,MAPE,low,1.0214500081373192
192,NaiveMean,2,Group Size Disparity,False,SMAPE,all,1.957657236832224
193,NaiveMean,2,Group Size Disparity,False,SMAPE,high,1.9128749729058112
194,NaiveMean,2,Group Size Disparity,False,SMAPE,low,2.0
195,NaiveMean,3,Group Size Disparity,False,MAE,all,0.8121862139582365
196,NaiveMean,3,Group Size Disparity,False,MAE,high,0.843197157861482
197,NaiveMean,3,Group Size Disparity,False,MAE,low,0.7814223692095985
198,NaiveMean,3,Group Size Disparity,False,MSE,all,1.0084750589645957
199,NaiveMean,3,Group Size Disparity,False,MSE,high,1.1681795572030198
200,NaiveMean,3,Group Size Disparity,False,MSE,low,0.8500431065288682
201,NaiveMean,3,Group Size Disparity,False,RMSE,all,1.004228588999833
202,NaiveMean,3,Group Size Disparity,False,RMSE,high,1.0808235550741017
203,NaiveMean,3,Group Size Disparity,False,RMSE,low,0.9219778232305093
204,NaiveMean,3,Group Size Disparity,False,MAPE,all,1.0134678044936485
205,NaiveMean,3,Group Size Disparity,False,MAPE,high,1.0159048890921965
206,NaiveMean,3,Group Size Disparity,False,MAPE,low,1.0110501388958855
207,NaiveMean,3,Group Size Disparity,False,SMAPE,all,1.9837061861654322
208,NaiveMean,3,Group Size Disparity,False,SMAPE,high,1.967281498324161
209,NaiveMean,3,Group Size Disparity,False,SMAPE,low,2.0
210,NaiveMean,4,Group Size Disparity,False,MAE,all,0.7971100660301472
211,NaiveMean,4,Group Size Disparity,False,MAE,high,0.8015797581976228
212,NaiveMean,4,Group Size Disparity,False,MAE,low,0.7928156559084549
213,NaiveMean,4,Group Size Disparity,False,MSE,all,0.9582133235190358
214,NaiveMean,4,Group Size Disparity,False,MSE,high,1.0556688085931236
215,NaiveMean,4,Group Size Disparity,False,MSE,low,0.8645796221733434
216,NaiveMean,4,Group Size Disparity,False,RMSE,all,0.9788837129705631
217,NaiveMean,4,Group Size Disparity,False,RMSE,high,1.0274574485559602
218,NaiveMean,4,Group Size Disparity,False,RMSE,low,0.9298277379027491
219,NaiveMean,4,Group Size Disparity,False,MAPE,all,1.0850754261032158
220,NaiveMean,4,Group Size Disparity,False,MAPE,high,1.136206239169211
221,NaiveMean,4,Group Size Disparity,False,MAPE,low,1.0359497429613773
222,NaiveMean,4,Group Size Disparity,False,SMAPE,all,1.9036734602093366
223,NaiveMean,4,Group Size Disparity,False,SMAPE,high,2.0
224,NaiveMean,4,Group Size Disparity,False,SMAPE,low,1.8111244317830126
225,NaiveMean,5,Group Size Disparity,False,MAE,all,0.8209755433286278
226,NaiveMean,5,Group Size Disparity,False,MAE,high,0.8115823955881812
227,NaiveMean,5,Group Size Disparity,False,MAE,low,0.8304252195409325
228,NaiveMean,5,Group Size Disparity,False,MSE,all,1.0299699925360106
229,NaiveMean,5,Group Size Disparity,False,MSE,high,1.131767931206014
230,NaiveMean,5,Group Size Disparity,False,MSE,low,0.9275594283574613
231,NaiveMean,5,Group Size Disparity,False,RMSE,all,1.0148743727851297
232,NaiveMean,5,Group Size Disparity,False,RMSE,high,1.063845821163017
233,NaiveMean,5,Group Size Disparity,False,RMSE,low,0.9630988673845803
234,NaiveMean,5,Group Size Disparity,False,MAPE,all,1.107794200046982
235,NaiveMean,5,Group Size Disparity,False,MAPE,high,1.0577865733607734
236,NaiveMean,5,Group Size Disparity,False,MAPE,low,1.1581027753391255
237,NaiveMean,5,Group Size Disparity,False,SMAPE,all,1.8515330789837858
238,NaiveMean,5,Group Size Disparity,False,SMAPE,high,1.7039542950823245
239,NaiveMean,5,Group Size Disparity,False,SMAPE,low,2.0
240,NaiveMean,6,Group Size Disparity,False,MAE,all,0.8479747082240386
241,NaiveMean,6,Group Size Disparity,False,MAE,high,0.8446659949558356
242,NaiveMean,6,Group Size Disparity,False,MAE,low,0.8511473137965859
243,NaiveMean,6,Group Size Disparity,False,MSE,all,1.0675186174590425
244,NaiveMean,6,Group Size Disparity,False,MSE,high,1.1866811505455006
245,NaiveMean,6,Group Size Disparity,False,MSE,low,0.9532579711400979
246,NaiveMean,6,Group Size Disparity,False,RMSE,all,1.033207925569216
247,NaiveMean,6,Group Size Disparity,False,RMSE,high,1.089348957196683
248,NaiveMean,6,Group Size Disparity,False,RMSE,low,0.9763493079528954
249,NaiveMean,6,Group Size Disparity,False,MAPE,all,1.1076485767771702
250,NaiveMean,6,Group Size Disparity,False,MAPE,high,1.1288840226094776
251,NaiveMean,6,Group Size Disparity,False,MAPE,low,1.0872866752396302
252,NaiveMean,6,Group Size Disparity,False,SMAPE,all,1.8970258872201275
253,NaiveMean,6,Group Size Disparity,False,SMAPE,high,1.7896340903373396
254,NaiveMean,6,Group Size Disparity,False,SMAPE,low,2.0
255,NaiveMean,7,Group Size Disparity,False,MAE,all,0.7990742629450727
256,NaiveMean,7,Group Size Disparity,False,MAE,high,0.8285343406986011
257,NaiveMean,7,Group Size Disparity,False,MAE,low,0.7700818054733463
258,NaiveMean,7,Group Size Disparity,False,MSE,all,0.9827342106062811
259,NaiveMean,7,Group Size Disparity,False,MSE,high,1.1441308038000846
260,NaiveMean,7,Group Size Disparity,False,MSE,low,0.8238994680980933
261,NaiveMean,7,Group Size Disparity,False,RMSE,all,0.9913295166624875
262,NaiveMean,7,Group Size Disparity,False,RMSE,high,1.0696405021314799
